AccountsPayablesTDays,-0.112864944221
AccountsPayablesTRate,0.0660733998855
AdminiExpenseRate,0.0540651790981
ARTDays,0.121341162659
ARTRate,0.016748096521
ASSI,-0.0991791248365
BLEV,-0.0803399882596
BondsPayableToAsset,0.00201526717566
CashRateOfSales,-0.073705813274
CashToCurrentLiability,0.0676447445714
CMRA,-0.0501303581936
CTOP,-0.0103752202001
CTP5,0.0362959483281
CurrentAssetsRatio,-0.0290957134481
CurrentAssetsTRate,-0.0439547856743
CurrentRatio,0.125421021732
DAVOL10,0.16902994716
DAVOL20,0.16209165065
DAVOL5,0.192207281277
DDNBT,-0.189638872586
DDNCR,-0.120685261309
DDNSR,-0.0677933258376
DebtEquityRatio,-0.100229007638
DebtsAssetRatio,-0.120564920899
DHILO,-0.0704662567458
DilutedEPS,0.0169119201417
DVRAT,-0.0740827950708
EBITToTOR,0.0523194362912
EGRO,-0.037624192603
EMA10,0.0719706400502
EMA120,0.0665014680006
EMA20,0.0710716382885
EMA5,0.0788126835032
EMA60,0.0672102369993
EPS,-0.0177052260724
EquityFixedAssetRatio,-0.0774703464509
EquityToAsset,0.120137404585
EquityTRate,-0.0117698179688
ETOP,-0.0660252495625
ETP5,-0.00288021139179
FinancialExpenseRate,-0.0188132706996
FinancingCashGrowRate,-0.0418479154452
FixAssetRatio,0.0958960657705
FixedAssetsTRate,-0.152220199654
GrossIncomeRatio,0.0291450381692
HBETA,-0.176385789791
HSIGMA,-0.0675707574898
IntangibleAssetRatio,-0.00967527891998
InventoryTDays,0.0349641808589
InventoryTRate,-0.0284351228535
InvestCashGrowRate,0.0633270698795
LCAP,-0.000704638872609
LFLO,0.0345261303597
LongDebtToAsset,-0.0511356429852
LongDebtToWorkingCapital,0.100301262571
LongTermDebtToAsset,-0.0653758074016
MA10,0.0699442160923
MA120,0.0675584461444
MA20,0.0686089254287
MA5,0.0737087492693
MA60,0.0670358191456
MAWVAD,0.0516236054045
MFI,0.125264826782
MLEV,-0.0992924251365
NetAssetGrowRate,0.0533963593682
NetProfitGrowRate,-0.00955196711727
NetProfitRatio,-0.00992718731694
NOCFToOperatingNI,-0.017254844393
NonCurrentAssetsRatio,0.0286623605415
NPParentCompanyGrowRate,-0.00630475631267
NPToTOR,-0.0100704638877
OperatingExpenseRate,0.0951662052788
OperatingProfitGrowRate,-0.00540634175009
OperatingProfitRatio,-0.000157956547276
OperatingProfitToTOR,5.40223135667e-05
OperatingRevenueGrowRate,-0.0306077510289
OperCashGrowRate,-0.148795698419
OperCashInToCurrentLiability,0.00239107457439
PB,0.0684603841662
PCF,0.13266001175
PE,0.0667416324163
PS,0.0753135643016
PSY,0.193226128377
QuickRatio,0.124062243106
REVS10,0.265276648654
REVS20,0.182875513807
REVS5,0.29923672909
ROA,0.0146418085738
ROA5,0.0598103347061
ROE,-0.0422348920261
ROE5,0.0200129242559
RSI,0.245429242524
RSTR12,0.0827134468621
RSTR24,0.0511996476828
SalesCostRatio,-0.0295337639473
SaleServiceCashToOR,-0.0950006150951
SUE,-0.110746330011
TaxRatio,0.0218438050509
TOBT,-0.0204022313573
TotalAssetGrowRate,-0.0371761597198
TotalAssetsTRate,-0.0112295948331
TotalProfitCostRatio,-0.0341479741647
